,business_id,name,address,state,city,stars,postal_code,review_count,attributes,categories,hours,RestaurantsTakeOut,BusinessAcceptsCreditCards,RestaurantsAttire,RestaurantsPriceRange2,RestaurantsReservations,NoiseLevel,HasTV,BikeParking,RestaurantsDelivery,GoodForKids,OutdoorSeating,RestaurantsTableService,RestaurantsGoodForGroups,WiFi,Ambience,DogsAllowed,BusinessAcceptsBitcoin,Alcohol,WheelchairAccessible,Caters,GoodForMeal,BusinessParking,BYOBCorkage,HappyHour,BYOB,DriveThru,ByAppointmentOnly,Corkage,Smoking,GoodForDancing,Music,BestNights,CoatCheck,RestaurantsCounterService,DietaryRestrictions,Open24Hours,garage,street,validated,lot,valet
79089,hMmIRQjcYaBla5G6b7eZtQ,Chochu Local,5235 NE Sandy Blvd,OR,Portland,5.0,97213,56,"{'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'HappyHour': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'Corkage': 'False', 'OutdoorSeating': 'True', 'BYOB': 'False'}","Barbeque, Food Trucks, Guamanian, Food, Restaurants, Food Stands","{'Monday': '0:0-0:0', 'Thursday': '11:30-15:0', 'Friday': '11:30-15:0', 'Saturday': '11:30-18:0', 'Sunday': '11:30-15:0'}",True,True,,,False,,False,True,True,True,True,False,True,u'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,,u'none',True,True,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,False,False,,False,False,,,,,,,,,False,True,False,True,False
79130,bqrMUoV6FYDq3q01mh_ikQ,Homegrown Smoker,8638 N Lombard St,OR,Portland,4.5,97203,650,"{'RestaurantsReservations': 'False', 'ByAppointmentOnly': 'False', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'"", 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'WiFi': ""u'no'"", 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'Smoking': ""u'no'"", 'Caters': 'False', 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': False}"", 'RestaurantsDelivery': 'None', 'DogsAllowed': 'False'}","Food, Barbeque, Food Trucks, Sandwiches, Food Stands, Restaurants, Vegan, Chicken Wings, Comfort Food","{'Monday': '0:0-0:0', 'Thursday': '11:0-19:0', 'Friday': '11:0-19:0', 'Saturday': '11:0-19:0', 'Sunday': '11:0-19:0'}",True,True,u'casual',2,False,u'average',False,True,None,True,True,,True,u'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,False,u'beer_and_wine',,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,False,,u'no',,,,,,,,False,True,False,False,False
79157,uw7rGfK6MhmUZYluLZ33GA,Raining BBQ & Grill,4250 SW Rose Biggi Ave,OR,Beaverton,4.0,97005,22,"{'OutdoorSeating': 'True', 'BikeParking': 'True', 'BusinessAcceptsBitcoin': 'False', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'WiFi': ""u'free'"", 'RestaurantsReservations': 'False', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Barbeque, Comfort Food, Restaurants, Chicken Wings, Food, Food Stands, Food Trucks","{'Monday': '0:0-0:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-20:0', 'Sunday': '11:0-18:0'}",True,True,,,False,,True,True,False,,True,False,,u'free',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,False,,True,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,False,False,False,False
79242,Nw6E-_h4gAUdcig5oShe8w,LongHorn Steakhouse,6000 N Terminal Pkwy,GA,Atlanta,3.5,30337,211,"{'Alcohol': ""'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'WheelchairAccessible': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'Caters': 'False', 'RestaurantsPriceRange2': '2', 'WiFi': ""'free'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': True}"", 'DogsAllowed': 'False', 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'BusinessParking': ""{'garage': None, 'street': False, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, American (Traditional), Barbeque, Steakhouses","{'Monday': '11:0-22:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-22:0'}",True,True,'casual',2,False,'average',True,False,False,True,False,True,False,'free',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",False,,'full_bar',True,False,"{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': True}","{'garage': None, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,False,False,False,False
79301,K7c5urKrmZ5CZeldngwzig,Devil's Elbow Ale & Smoke House,562 Beatty Street,BC,Vancouver,3.5,V6B 2L3,175,"{'GoodForKids': 'False', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTableService': 'True', 'HasTV': 'True', 'DogsAllowed': 'False', 'WheelchairAccessible': 'True', 'RestaurantsReservations': 'True', 'Caters': 'False', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Alcohol': ""'full_bar'"", 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HappyHour': 'True', 'RestaurantsDelivery': 'True', 'ByAppointmentOnly': 'False', 'WiFi': ""'free'""}","Smokehouse, Gastropubs, Restaurants, Barbeque, Food","{'Monday': '11:30-0:0', 'Tuesday': '11:30-0:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-0:0', 'Friday': '11:30-1:0', 'Saturday': '11:30-1:0', 'Sunday': '11:30-0:0'}",True,,'casual',2,True,'average',True,True,True,False,False,True,True,'free',"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",False,,'full_bar',True,False,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,,,False,,,,,,,,,,True,True,False,False,False
79451,QFVnhCP4DSRvJD3CyGjTTg,Uncle Bob's Smoke House,13187 Research Blvd,TX,Austin,2.0,78750,5,"{'Alcohol': ""u'none'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'BikeParking': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTableService': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'WiFi': ""u'free'"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2'}","Food, Barbeque, Food Trucks, Caterers, Restaurants, Event Planning & Services","{'Monday': '11:0-15:0', 'Tuesday': '11:0-15:0', 'Wednesday': '11:0-15:0', 'Thursday': '11:0-15:0', 'Friday': '11:0-15:0'}",True,True,u'casual',2,False,u'average',False,True,False,True,True,False,True,u'free',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'none',,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
79454,wnCuqrG0NfWbUINjTkG6FQ,Fox Brothers Bar-B-Que Que-osk,120 Ottley Dr NE,GA,Atlanta,4.5,30324,53,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsPriceRange2': '2', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'Caters': 'True', 'RestaurantsTableService': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'Alcohol': ""u'full_bar'"", 'WiFi': ""'no'""}","Barbeque, Restaurants, Tex-Mex","{'Wednesday': '12:0-19:0', 'Thursday': '12:0-19:0', 'Friday': '12:0-19:0', 'Saturday': '12:0-19:0', 'Sunday': '12:0-19:0'}",True,True,'casual',2,False,u'average',,True,False,True,True,True,True,'no',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,,u'full_bar',,True,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,True,False,True,False
79480,ZWGG0i74071TIAZkYpVaaw,Bert's Bar-B-Q,"3563 Far W Blvd, Ste 109",TX,Austin,3.0,78731,67,"{'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'OutdoorSeating': 'False', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Alcohol': ""u'none'"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'True', 'Caters': 'True', 'WiFi': ""u'no'"", 'NoiseLevel': ""u'quiet'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'HasTV': 'True'}","Barbeque, Restaurants","{'Monday': '11:0-20:0', 'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '11:0-19:0'}",True,True,'casual',1,False,u'quiet',True,True,True,True,False,,True,u'no',"{'touristy': False, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,,u'none',,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,False,False,False,True,False
79506,pmB6o4NQ9SdMxonqCDXueA,Wildside BBQ Bar & Grill,700 E Washington St,FL,Orlando,3.0,32801,229,"{'OutdoorSeating': 'True', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOBCorkage': ""'yes_free'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""'free'"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'True', 'Corkage': 'False', 'Alcohol': ""'full_bar'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True'}","Barbeque, Restaurants, Bars, Nightlife",,True,True,'casual',2,True,u'average',True,True,True,True,True,,True,'free',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,'full_bar',,True,,"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",'yes_free',,,,,False,,,,,,,,,True,True,False,True,False
79624,LEvt2r5fIQ1Iquy7N3KvCA,Crydermans Barbecue,401 Florida Ave,FL,Cocoa,4.5,32922,114,"{'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'BusinessAcceptsBitcoin': 'False', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsDelivery': 'False', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'RestaurantsTableService': 'False', 'RestaurantsPriceRange2': '2', 'GoodForMeal': ""{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}"", 'Ambience': ""{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsReservations': 'False', 'HappyHour': 'False', 'DogsAllowed': 'True'}","Barbeque, Event Planning & Services, Buffets, Restaurants, Sandwiches, Caterers","{'Tuesday': '11:0-18:30', 'Wednesday': '11:0-18:30', 'Thursday': '11:0-18:30', 'Friday': '11:0-18:30', 'Saturday': '11:0-18:30', 'Sunday': '11:0-18:30'}",True,True,'casual',2,False,u'average',False,True,False,True,True,False,True,u'no',"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': None, 'upscale': False, 'classy': False, 'casual': True}",True,False,u'beer_and_wine',True,True,"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': None, 'brunch': None, 'breakfast': None}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,,,,,,,,,,,False,True,False,False,False
79651,WX5HDdUTwYWhu6XDtawDhw,Hulun Beir,326 Cambridge St,MA,Boston,3.0,2114,159,"{'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}"", 'BusinessAcceptsBitcoin': 'False', 'NoiseLevel': ""u'average'"", 'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'GoodForKids': 'True', 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '2'}","Barbeque, Hot Pot, Food, Do-It-Yourself Food, Mongolian, Restaurants, Chinese, Asian Fusion","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:30', 'Saturday': '11:30-22:30', 'Sunday': '11:30-22:0'}",True,True,u'casual',2,True,u'average',False,True,True,True,False,,True,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",,False,u'none',,False,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': True, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,True,True,False,False
79797,Yg0bInSfUHkrDuK5HoC6xw,Jack Ruby’s Barbecue Company,", 520-B S State St, Ste 235",OH,Westerville,4.5,43081,7,"{'Corkage': 'False', 'BYOB': 'True', 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'BikeParking': 'True', 'Caters': 'True', 'HasTV': 'False', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'RestaurantsTableService': 'True', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'WiFi': ""u'no'""}","Barbeque, Restaurants, Food, Caterers, Event Planning & Services, Food Trucks, Food Stands","{'Friday': '16:0-20:0', 'Saturday': '15:0-20:0', 'Sunday': '12:0-18:0'}",True,True,,,,,False,True,True,,True,True,,u'no',,True,,u'full_bar',True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,False,True,,,False,,,,,,,,,False,False,False,True,False
79847,rE-hnUtbPP_bhEzYYGzw2Q,Russell St BBQ,325 NE Russell St,OR,Portland,4.0,97212,816,"{'Alcohol': ""u'full_bar'"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'GoodForKids': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'Caters': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsAttire': ""'casual'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BYOBCorkage': ""'no'"", 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'average'"", 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'WiFi': ""u'free'"", 'CoatCheck': 'False', 'HappyHour': 'True', 'RestaurantsReservations': 'True', 'DogsAllowed': 'False', 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Southern, Soul Food, Event Planning & Services, Food Delivery Services, Restaurants, Barbeque, Food, Caterers, Nightlife, Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-21:0'}",True,True,'casual',2,True,u'average',False,True,False,True,True,True,True,u'free',"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,,u'full_bar',True,True,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",'no',True,,,False,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}","{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",False,,,,False,True,False,True,False
79990,IRinjeljLk96Ym_eyDvdHw,Git-N-Messy BBQ,360 W Lake Mary Blvd,FL,Sanford,5.0,32773,8,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BYOB': 'False', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsTakeOut': 'True', 'Caters': 'False', 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'OutdoorSeating': 'False', 'WheelchairAccessible': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTableService': 'True'}","Food Trucks, Southern, Food, Barbeque, Restaurants","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0'}",True,True,,,,,False,True,False,,False,True,,u'no',,,,u'beer_and_wine',True,False,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,,,,,,,,,,,,False,False,False,False,False
80098,vDpaA9m74ca-u_5HrMHZjg,VIBES Japanese BBQ & Sushi Restaurant,1947 W 4th Avenue,BC,Vancouver,2.5,V6J 1M7,22,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'HasTV': 'True', 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'Caters': 'False', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'beer_and_wine'""}","Restaurants, Barbeque, Sushi Bars, Japanese","{'Monday': '11:0-22:30', 'Tuesday': '11:0-22:30', 'Wednesday': '11:0-22:30', 'Thursday': '11:0-22:30', 'Friday': '11:0-22:30', 'Saturday': '11:0-22:30', 'Sunday': '11:0-22:30'}",True,,u'casual',2,True,u'average',True,,False,True,False,,True,u'free',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,,u'beer_and_wine',,False,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,False,True,False,False,False
80115,mWDRxwPt8HgOdrNyckv99A,Rollin Smoke BBQ,1501 E 6th St,TX,Austin,4.5,78702,254,"{'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'Caters': 'True', 'OutdoorSeating': 'True', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '1', 'HasTV': 'False', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HappyHour': 'False', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True'}","Food, Barbeque, Restaurants, Food Trucks, Food Stands, Sandwiches, Street Vendors","{'Monday': '0:0-0:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-23:45', 'Saturday': '11:0-0:0', 'Sunday': '11:0-22:0'}",True,True,'casual',1,False,'average',False,True,True,True,True,,True,u'no',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",True,,'none',,True,"{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,False,,,False,,,,,,,,,,False,True,False,False,False
